recipientid,case_status,case_reopened,case_isactive,demo_familysize,demo_deceasedcount,demo_eduburden,demo_maritalvuln,med_disability,med_chronic,med_urgent,med_count,house_isrented,house_rent,house_infra,house_elec,house_ratio,fin_balance,fin_status,hist_lastmonth,xgboost_suggestion,group_id,max_budget,min_allocation,max_allocation,min_cases,amount_allocated
cff5eef5,0,2,1,5,0,14,5,0,0,1,6,1,1500,0,1,0.2,445.2968801,1,591.6688206,571.4358,12,130000,600,1500,200,0.0
ef858ecf,0,2,1,6,0,8,4,7,0,0,3,1,400,1,1,0.166666667,94.50853367,1,580.1763698,707.0843,12,130000,600,1500,200,353.54215
ce1084aa,0,2,1,4,1,5,5,7,0,1,3,0,0,0,1,0.25,332.7364826,1,470.0202096,943.8702,12,130000,600,1500,200,461.3165602499999
64db110d,0,0,1,7,2,19,1,7,4,1,6,0,0,0,1,0.142857143,262.6793842,1,881.3248895,1323.6431,12,130000,600,1500,200,761.0947825
6289c9e7,0,0,1,5,1,19,5,7,4,1,0,0,0,1,0,0.2,392.1428859,1,130.1893492,1364.6711,12,130000,600,1500,200,1159.970435
8f782c5c,0,2,1,8,0,8,2,0,0,1,2,1,800,1,1,0.125,251.8663727,1,101.0764924,619.0821,12,130000,600,1500,200,0.0
ffcc39d4,0,1,1,8,2,12,2,0,4,1,9,0,0,0,1,0.125,342.1927123,1,89.70795144,865.7363,12,130000,600,1500,200,423.12861662499995
474b2f3d,0,0,1,2,2,0,2,7,0,0,3,1,1500,1,1,0.5,236.8426302,1,820.6753834,697.6216,12,130000,600,1500,200,348.8108
666bf766,0,0,1,6,2,7,5,0,4,0,6,0,0,1,0,0.166666667,75.99628072,1,81.7039596,735.6362,12,130000,600,1500,200,367.8181
cc2525e3,0,0,1,8,1,8,3,7,0,0,5,0,0,1,1,0.125,367.7070128,1,39.9861288,974.8414,12,130000,600,1500,200,414.307595
f4758bd5,0,0,1,3,2,11,4,7,4,1,8,1,800,1,0,0.333333333,281.3977676,1,411.8974784,1217.4162,12,130000,600,1500,200,700.0143149999999
b520633c,0,0,1,2,0,13,0,0,0,1,6,0,0,1,1,0.5,136.4113344,1,244.7018451,194.6425,12,130000,600,1500,200,0.0
40f26f95,0,2,1,8,2,11,2,0,0,1,6,1,1500,1,1,0.125,145.3251647,1,401.3480042,883.9142,12,130000,600,1500,200,508.25066499999997
f7b1e66d,0,1,1,8,1,10,0,0,4,0,1,1,800,0,1,0.125,222.9248171,1,602.9476307,670.0395,12,130000,600,1500,200,335.01975
fb489cbf,0,0,1,4,0,13,4,0,4,1,3,0,0,0,1,0.25,75.3298691,1,252.4475196,560.7667,12,130000,600,1500,200,0.0
16f6ab36,0,2,1,6,1,14,3,7,0,0,3,0,0,1,1,0.166666667,86.46124881,1,559.8861561,765.1982,12,130000,600,1500,200,382.5991
13e04089,0,2,1,8,0,15,2,7,4,1,1,0,0,1,1,0.125,68.4825619,1,791.964992,1207.8768,12,130000,600,1500,200,694.5291599999999
11e4144a,0,0,1,3,1,5,5,0,4,1,8,0,0,1,1,0.333333333,228.4901798,1,915.9504705,592.67,12,130000,600,1500,200,0.0
45b2b661,0,2,1,5,0,2,4,0,4,0,7,0,0,1,1,0.2,453.5587096,1,306.0591982,425.0649,12,130000,600,1500,200,0.0
21e53f1c,0,0,1,3,2,1,3,0,4,1,0,1,800,0,1,0.333333333,86.32826792,1,83.47194454,694.2039,12,130000,600,1500,200,399.16724249999993
b8e3f3da,0,2,1,6,2,5,3,0,0,1,4,1,1500,0,0,0.166666667,47.3854458,1,173.2036308,777.6964,12,130000,600,1500,200,447.17543
82137187,0,2,1,5,1,7,1,7,0,1,3,0,0,0,1,0.2,335.4911706,1,419.8695909,949.8385,12,130000,600,1500,200,464.23356687499995
55ec8c3d,0,1,1,1,2,16,2,0,0,0,5,1,800,0,1,1.0,179.5819693,1,193.6334254,405.9107,12,130000,600,1500,200,0.0
2f6492bf,0,1,1,2,0,14,4,7,0,0,0,0,0,0,1,0.5,381.1593808,1,799.0103714,340.8236,12,130000,600,1500,200,0.0
b65a3285,0,1,1,6,0,12,2,7,0,1,8,0,0,0,1,0.166666667,477.7070824,1,374.8305696,795.0241,12,130000,600,1500,200,388.568028875
89f44920,0,0,1,1,1,5,2,7,0,0,2,0,0,0,1,1.0,372.1108364,1,592.4864046,402.0055,12,130000,600,1500,200,0.0
51cc87e6,0,0,1,4,0,5,2,7,4,0,9,1,400,0,1,0.25,480.7156562,1,291.4390833,528.6034,12,130000,600,1500,200,0.0
130fd92d,0,2,1,6,1,11,4,0,4,1,2,1,400,1,1,0.166666667,300.2278436,1,556.6239182,865.7818,12,130000,600,1500,200,423.15085474999995
8837213b,0,0,1,5,2,8,3,0,0,0,1,1,400,0,1,0.2,119.9058353,1,943.1631279,486.7798,12,130000,600,1500,200,0.0
0dd4618b,0,1,1,4,2,16,2,0,0,0,5,0,0,0,1,0.25,401.2091436,1,291.4584177,456.092,12,130000,600,1500,200,0.0
1e71bf0a,0,2,1,5,2,7,3,7,0,1,8,0,0,0,1,0.2,260.0449688,1,828.6061336,879.3551,12,130000,600,1500,200,505.62918249999996
dfdd2b69,0,0,1,1,2,0,3,7,0,1,1,1,400,1,1,1.0,482.7588162,1,755.1430501,750.1247,12,130000,600,1500,200,366.6234471249999
3d214c05,0,2,1,1,1,18,0,0,0,0,1,1,400,1,1,1.0,40.10385391,1,978.4566722,364.819,12,130000,600,1500,200,0.0
621315ed,0,1,1,4,1,4,5,0,4,0,3,1,1500,0,0,0.25,197.6128254,1,596.2310798,793.3224,12,130000,600,1500,200,396.6612
9a72479b,0,1,1,1,1,8,5,7,0,1,5,0,0,0,1,1.0,498.0734155,1,532.1699609,760.4675,12,130000,600,1500,200,371.67849062499994
0fdcce80,0,2,1,5,1,18,3,0,0,0,5,1,400,0,0,0.2,124.2568546,1,881.4747767,640.4957,12,130000,600,1500,200,320.24785
b550df90,0,0,1,8,0,5,3,0,0,0,2,1,400,1,1,0.125,32.46181149,1,206.5891122,611.6006,12,130000,600,1500,200,0.0
b074442c,0,1,1,5,2,12,3,7,4,0,8,0,0,1,1,0.2,287.5307794,1,443.7382774,820.3208,12,130000,600,1500,200,410.1604
61b421c8,0,0,1,7,0,17,3,7,4,1,6,1,1500,0,1,0.142857143,24.90014145,1,730.5662704,1393.2048,12,130000,600,1500,200,1393.2048
4b9b5d5f,0,2,1,7,0,13,3,0,0,0,1,0,0,0,1,0.142857143,56.80118474,1,632.6593759,459.4317,12,130000,600,1500,200,0.0
83c9ede0,0,2,1,3,1,14,5,0,4,0,9,1,400,0,1,0.333333333,221.8390998,1,310.6685059,569.1543,12,130000,600,1500,200,0.0
9c1417cf,0,0,1,6,0,19,0,7,0,0,2,1,400,1,1,0.166666667,55.79769652,1,366.4566463,664.1323,12,130000,600,1500,200,332.06615
6cdcc5d8,0,2,1,4,0,13,2,0,4,0,9,1,1500,1,1,0.25,479.5035434,1,563.6165856,500.1438,12,130000,600,1500,200,0.0
bb19843b,0,1,1,2,1,10,5,0,4,0,6,0,0,1,1,0.5,337.6773135,1,112.5545074,471.5243,12,130000,600,1500,200,0.0
270b5631,0,1,1,1,0,19,1,7,0,1,7,1,800,0,1,1.0,336.9722245,1,641.1194651,689.9945,12,130000,600,1500,200,337.234811875
971fd2f8,0,2,1,8,0,17,5,7,4,0,6,1,800,0,1,0.125,87.41964466,1,407.3349205,928.1038,12,130000,600,1500,200,464.0519
49730b03,0,1,1,3,1,12,3,7,4,1,7,0,0,1,1,0.333333333,137.8648185,1,773.1486008,1054.5028,12,130000,600,1500,200,606.3391099999999
9eeaae2f,0,1,1,5,1,17,3,0,0,1,2,1,1500,1,0,0.2,431.1901923,1,692.7073511,738.907,12,130000,600,1500,200,361.14079624999994
004aa0b1,0,1,1,2,0,13,2,7,0,0,3,1,800,0,1,0.5,148.456254,1,274.3824437,425.9749,12,130000,600,1500,200,0.0
50387c27,0,0,1,5,0,1,0,0,4,0,0,0,0,0,1,0.2,404.8991647,1,352.1384836,322.0958,12,130000,600,1500,200,0.0
1c4bde19,0,0,1,8,2,18,4,0,0,1,9,0,0,1,1,0.125,193.6089285,1,91.25056928,755.9136,12,130000,600,1500,200,434.65031999999997
1484ae6e,0,2,1,5,2,2,1,0,4,1,6,1,400,0,1,0.2,271.222903,1,361.7996799,656.5572,12,130000,600,1500,200,377.52038999999996
a820b00e,0,2,1,5,1,1,1,0,0,1,7,0,0,1,0,0.2,91.23816555,1,353.3694595,520.7904,12,130000,600,1500,200,0.0
0993a905,0,0,1,7,1,14,3,7,4,0,0,1,400,1,1,0.142857143,191.0174152,1,715.8500155,913.9429,12,130000,600,1500,200,456.97145
9e1df601,0,2,1,7,1,5,5,7,0,0,2,1,400,1,1,0.142857143,31.15886252,1,593.1059551,919.4146,12,130000,600,1500,200,459.7073
11fc4072,0,0,1,2,1,1,3,7,0,0,7,1,1500,0,1,0.5,25.63516623,1,833.4068387,654.9764,12,130000,600,1500,200,327.4882
ce18ac5c,0,0,1,6,0,4,3,7,4,0,4,0,0,0,1,0.166666667,209.6000036,1,867.9637699,624.3731,12,130000,600,1500,200,312.18655
1f49a1b0,0,2,1,5,1,13,5,0,0,1,1,0,0,0,1,0.2,467.5810054,1,568.8187318,559.0455,12,130000,600,1500,200,0.0
57394a45,0,1,1,1,0,16,3,7,0,1,6,0,0,0,1,1.0,178.1967506,1,916.4683487,607.1975,12,130000,600,1500,200,0.0
1de50056,0,0,1,6,0,8,0,7,4,0,7,0,0,1,1,0.166666667,337.5719272,1,209.758515,646.8241,12,130000,600,1500,200,274.9002425
f2bf06f5,0,0,1,2,2,0,3,7,0,0,1,0,0,0,1,0.5,448.6020655,1,850.039855,461.032,12,130000,600,1500,200,0.0
d8d1a8e4,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0.5,12.33184415,1,937.9109534,288.8587,12,130000,600,1500,200,0.0
8b253f9e,0,2,1,2,1,15,0,7,0,1,1,0,0,1,1,0.5,337.1182808,1,991.0853381,772.0583,12,130000,600,1500,200,377.34349412499995
6f98914b,0,2,1,6,2,5,1,7,0,0,5,0,0,1,1,0.166666667,418.0034999,1,325.4689887,737.1416,12,130000,600,1500,200,313.28518
6c25f138,0,2,1,3,1,11,5,7,4,0,9,0,0,1,1,0.333333333,93.38865332,1,172.4518399,788.6411,12,130000,600,1500,200,394.32055
986e536e,0,0,1,3,0,5,2,0,0,1,7,1,400,0,1,0.333333333,300.618029,1,790.1658159,218.9824,12,130000,600,1500,200,0.0
2ac3ba41,0,0,1,7,2,7,2,7,0,0,6,1,400,0,1,0.142857143,222.31262,1,219.9343138,830.7364,12,130000,600,1500,200,415.3682
1bea5fcc,0,1,1,7,1,5,5,0,0,0,3,0,0,1,1,0.142857143,156.5805714,1,704.0409933,640.2045,12,130000,600,1500,200,320.10225
fe5228e7,0,0,1,5,0,3,0,7,4,0,1,1,1500,0,1,0.2,373.7308017,1,479.6319562,606.2563,12,130000,600,1500,200,0.0
f7d24364,0,0,1,8,2,3,1,0,4,1,0,0,0,0,1,0.125,140.2302434,1,326.1850613,784.2913,12,130000,600,1500,200,450.9674975
e1cb52a4,0,0,1,5,0,8,1,7,0,0,7,0,0,1,0,0.2,469.4460737,1,55.34199855,517.8498,12,130000,600,1500,200,0.0
8127db2a,0,0,1,4,1,16,3,7,4,0,1,1,800,0,1,0.25,277.4876674,1,867.8285022,755.5977,12,130000,600,1500,200,377.79885
27718fc6,0,1,1,2,0,15,5,7,4,0,8,1,1500,0,1,0.5,310.5667034,1,537.2055564,625.9539,12,130000,600,1500,200,266.03040749999997
172dafea,0,2,1,2,0,16,1,7,0,1,0,0,0,1,1,0.5,116.3157432,1,529.886314,651.9058,12,130000,600,1500,200,374.84583499999997
34d11f16,0,2,1,3,1,1,1,0,0,1,8,0,0,0,1,0.333333333,438.3397594,1,938.0281274,274.7524,12,130000,600,1500,200,0.0
576235f4,0,2,1,2,0,9,3,0,0,1,0,0,0,1,1,0.5,185.4451561,1,470.4322477,208.7241,12,130000,600,1500,200,0.0
aa86edc9,0,0,1,7,0,13,3,0,0,1,4,0,0,0,1,0.142857143,177.2721031,1,459.4387466,431.47,12,130000,600,1500,200,0.0
514c6a5c,0,0,1,2,0,1,2,7,0,1,9,0,0,1,1,0.5,466.736396,1,346.4950632,576.1821,12,130000,600,1500,200,0.0
e504618b,0,0,1,6,0,13,0,0,0,0,2,1,800,1,1,0.166666667,145.5016817,1,769.0936732,482.1336,12,130000,600,1500,200,0.0
b815fdc8,0,1,1,2,1,7,4,7,4,1,6,0,0,0,0,0.5,456.4479902,1,647.5825443,1158.3104,12,130000,600,1500,200,566.124208
f67ec3f5,0,0,1,6,0,7,2,0,0,0,1,1,1500,1,1,0.166666667,262.8896534,1,321.8913425,549.3527,12,130000,600,1500,200,0.0
2e1fc61c,0,1,1,2,1,10,4,0,4,1,5,1,1500,1,1,0.5,117.4742814,1,503.5817774,762.0262,12,130000,600,1500,200,438.16506499999997
5821e338,0,1,1,2,2,17,5,7,0,0,2,0,0,1,1,0.5,347.3360018,1,531.1987942,617.2647,12,130000,600,1500,200,0.0
da5754b2,0,2,1,6,0,17,0,0,0,1,1,0,0,0,1,0.166666667,428.0476661,1,927.7322798,332.2969,12,130000,600,1500,200,0.0
e91ecae0,0,1,1,8,1,13,4,7,4,0,1,0,0,1,1,0.125,82.10847911,1,320.4499304,960.5752,12,130000,600,1500,200,480.2876
99c62c29,0,2,1,4,0,1,2,0,4,0,9,0,0,0,1,0.25,373.787318,1,946.1975265,285.3851,12,130000,600,1500,200,0.0
9ad5ff0b,0,0,1,4,1,12,0,7,0,0,0,1,1500,0,0,0.25,158.8652733,1,460.6637447,842.5521,12,130000,600,1500,200,421.27605
dd4e85ae,0,0,1,2,1,5,1,7,4,1,2,0,0,1,0,0.5,417.1277518,1,886.62265,963.9058,12,130000,600,1500,200,471.10895974999994
332b2458,0,1,1,6,1,0,5,0,0,1,3,1,1500,1,1,0.166666667,55.76667018,1,758.9864404,741.8372,12,130000,600,1500,200,426.55639
3a267127,0,2,1,1,2,6,0,7,0,0,7,1,400,1,1,1.0,158.0753459,1,850.4529178,459.4161,12,130000,600,1500,200,0.0
9bd35887,0,1,1,3,0,14,5,7,4,0,8,0,0,1,0,0.333333333,200.2082306,1,21.38884668,701.7829,12,130000,600,1500,200,350.89145
2fd6c24a,0,1,1,1,2,11,5,0,0,1,2,1,800,1,1,1.0,118.5658012,1,683.4161323,413.7887,12,130000,600,1500,200,0.0
1882a345,0,1,1,5,1,16,2,0,0,1,2,1,1500,0,0,0.2,56.45160553,1,683.7306935,773.6729,12,130000,600,1500,200,444.8619175
d4257e07,0,2,1,1,2,17,4,7,4,1,8,0,0,1,1,1.0,149.1285782,1,990.2498679,945.5927,12,130000,600,1500,200,543.7158025
9b1da88f,0,1,1,1,1,6,5,7,4,0,8,1,1500,1,1,1.0,294.3615452,1,998.3031557,708.2088,12,130000,600,1500,200,354.1044
c07a9254,0,1,1,3,0,15,1,0,4,1,1,1,800,0,1,0.333333333,330.5135291,1,104.4224462,494.0013,12,130000,600,1500,200,0.0
df3c0886,0,0,1,4,1,15,4,7,0,1,9,0,0,1,1,0.25,259.8712432,1,972.0489648,813.1773,12,130000,600,1500,200,467.57694749999996
05f2fd4d,0,0,1,8,0,12,3,7,4,0,6,1,800,1,1,0.125,386.4022464,1,443.794841,901.5084,12,130000,600,1500,200,383.14107
7effad29,0,1,1,7,1,11,5,7,4,0,1,0,0,1,1,0.142857143,463.0310323,1,453.1363315,911.6861,12,130000,600,1500,200,387.4665925
902de106,0,0,1,3,2,17,4,0,4,1,0,0,0,1,1,0.333333333,26.12183185,1,983.8459228,703.6133,12,130000,600,1500,200,404.57764749999996
092b84f0,0,2,1,4,1,1,2,0,4,0,3,1,800,0,1,0.25,84.2845722,1,389.1604627,530.6132,12,130000,600,1500,200,0.0
e56c1fc0,0,1,1,3,2,5,1,0,0,1,8,0,0,0,0,0.333333333,370.8304444,1,796.58094,346.8465,12,130000,600,1500,200,0.0
aa469f28,0,0,1,1,2,19,1,0,4,0,5,1,1500,1,1,1.0,278.4453191,1,862.018639,539.9628,12,130000,600,1500,200,0.0
969c4186,0,2,1,4,2,4,5,7,4,0,7,0,0,0,1,0.25,477.0768636,1,318.1325313,669.903,12,130000,600,1500,200,284.708775
2226db6e,0,0,1,2,2,4,4,0,0,0,7,0,0,1,1,0.5,392.6210108,1,992.8144623,343.4262,12,130000,600,1500,200,0.0
1c9d7fc9,0,2,1,4,1,18,5,0,0,0,0,1,400,1,1,0.25,288.6400345,1,328.1034758,590.3716,12,130000,600,1500,200,0.0
b9bdafef,0,0,1,7,0,9,5,0,0,0,0,0,0,0,1,0.142857143,70.80128781,1,707.9644068,487.0866,12,130000,600,1500,200,0.0
4c205423,0,1,1,4,0,10,1,0,0,0,6,0,0,0,1,0.25,128.3688873,1,207.3987178,251.7463,12,130000,600,1500,200,0.0
524eaf2a,0,1,1,1,2,0,4,0,0,0,6,0,0,0,0,1.0,392.4268562,1,628.8605853,285.3747,12,130000,600,1500,200,0.0
0cee3a96,0,1,1,8,1,13,1,7,4,1,4,0,0,1,0,0.125,99.72933294,1,965.9029919,1466.6106,12,130000,600,1500,200,1466.6106
d2dcb07c,0,1,1,8,2,1,2,7,0,0,2,1,400,1,1,0.125,136.5194164,1,258.9984545,854.3795,12,130000,600,1500,200,427.18975
6f99d32d,0,2,1,5,0,3,4,7,4,1,3,0,0,1,1,0.2,421.2237454,1,537.4680645,979.394,12,130000,600,1500,200,478.6788174999999
93ac4cac,0,2,1,6,0,16,5,0,0,0,7,0,0,0,1,0.166666667,258.4753882,1,831.5349724,435.8913,12,130000,600,1500,200,0.0
27598459,0,0,1,1,0,17,2,0,4,1,4,1,1500,0,1,1.0,256.0519277,1,135.4586149,492.9613,12,130000,600,1500,200,0.0
62c3db33,0,1,1,7,2,1,5,7,0,1,7,0,0,0,1,0.142857143,105.3012463,1,913.7356751,1065.9051,12,130000,600,1500,200,612.8954325
21266470,0,0,1,3,0,11,2,0,4,0,9,0,0,0,1,0.333333333,334.8615039,1,654.4598928,260.975,12,130000,600,1500,200,0.0
7636575,0,0,1,3,2,11,5,7,0,1,5,0,0,1,1,0.333333333,475.5164624,1,918.9793255,900.9897,12,130000,600,1500,200,440.3587158749999
c34e155d,0,1,1,1,0,16,5,0,0,0,8,1,400,1,0,1.0,220.0652091,1,696.5390224,320.5228,12,130000,600,1500,200,0.0
a9e2f07e,0,1,1,4,0,7,2,7,0,0,5,1,400,1,1,0.25,309.2984808,1,230.8177852,523.3111,12,130000,600,1500,200,0.0
a0ea2e38,0,1,1,5,0,4,5,7,0,0,5,1,1500,0,1,0.2,54.26389528,1,446.8342305,674.6714,12,130000,600,1500,200,337.3357
a136ef77,0,2,1,8,2,5,5,7,0,0,1,0,0,1,1,0.125,367.4982191,1,980.3220727,836.329,12,130000,600,1500,200,355.439825
8a71ea86,0,2,1,3,0,17,4,0,0,1,7,1,1500,0,0,0.333333333,381.6906299,1,210.8778406,515.6398,12,130000,600,1500,200,0.0
fb269783,0,0,1,2,2,18,2,7,0,1,2,0,0,1,1,0.5,425.3538959,1,707.2707259,825.994,12,130000,600,1500,200,403.7045675
9e7bec74,0,1,1,5,2,10,0,7,0,0,4,0,0,1,1,0.2,175.3592547,1,446.0373277,681.7993,12,130000,600,1500,200,340.89965
ecf8c29c,0,2,1,5,1,3,1,0,0,0,9,1,800,0,1,0.2,272.6178592,1,332.1734595,473.8643,12,130000,600,1500,200,0.0
864204a8,0,1,1,3,2,1,0,0,0,1,2,0,0,1,1,0.333333333,129.2531261,1,659.7281404,314.8782,12,130000,600,1500,200,0.0
4ee69cb2,0,2,1,7,0,17,1,0,4,0,1,1,800,1,1,0.142857143,177.3599029,1,502.8168491,643.2543,12,130000,600,1500,200,321.62715
1501102f,0,2,1,7,1,12,0,7,0,0,8,0,0,0,0,0.142857143,458.1354187,1,736.9131986,729.9851,12,130000,600,1500,200,310.2436675
c1657f08,0,1,1,7,1,1,5,7,0,1,9,0,0,0,1,0.142857143,9.652208359,1,540.1167094,1122.6202,12,130000,600,1500,200,645.506615
c56bb87f,0,0,1,7,0,9,2,0,0,1,9,1,400,1,0,0.142857143,32.18744176,1,320.9726928,632.8517,12,130000,600,1500,200,363.8897275
bed456b0,0,0,1,2,1,8,5,0,0,0,7,0,0,1,1,0.5,216.0514487,1,634.5705085,368.576,12,130000,600,1500,200,0.0
39a7a939,0,0,1,1,2,4,5,0,0,0,1,0,0,1,1,1.0,274.3384376,1,984.6855539,263.5256,12,130000,600,1500,200,0.0
c0ae3a20,0,2,1,8,1,7,4,7,0,0,3,1,800,1,1,0.125,399.3522869,1,146.0906998,1035.8868,12,130000,600,1500,200,440.25189
3e85d7ac,0,0,1,4,1,7,0,7,4,1,0,1,1500,1,0,0.25,162.9895219,1,186.9119648,1397.8302,12,130000,600,1500,200,1397.8302
4361a31e,0,0,1,6,0,17,3,7,0,1,1,1,1500,1,1,0.166666667,404.6190358,1,969.9372104,1029.2893,12,130000,600,1500,200,503.0651453749999
814cf1c5,0,1,1,6,1,2,3,7,0,1,5,1,400,1,1,0.166666667,145.2054611,1,816.9833808,967.928,12,130000,600,1500,200,556.5586
c24a9e29,0,2,1,1,0,10,4,7,4,1,3,0,0,1,1,1.0,175.7640208,1,452.7866367,858.8658,12,130000,600,1500,200,493.847835
1eeb262f,0,0,1,7,0,16,4,0,4,0,5,0,0,0,1,0.142857143,128.8829434,1,285.6488707,607.5693,12,130000,600,1500,200,0.0
7fac6432,0,1,1,8,2,5,3,7,4,0,2,1,400,0,1,0.125,343.410608,1,511.3245437,879.4175,12,130000,600,1500,200,373.7524375
2cb51ec0,0,1,1,3,2,18,0,0,4,0,9,1,400,1,1,0.333333333,232.7194853,1,320.1250496,544.9314,12,130000,600,1500,200,0.0
99290f18,0,1,1,7,0,1,2,0,4,1,4,1,800,0,1,0.142857143,336.8819173,1,310.7035236,662.7764,12,130000,600,1500,200,323.93196549999993
d2e4602e,0,1,1,8,2,5,2,0,4,0,6,1,1500,0,0,0.125,387.08575,1,520.703782,888.8503,12,130000,600,1500,200,377.7613775
78aac4f1,0,1,1,7,0,19,0,7,0,1,2,0,0,1,1,0.142857143,116.5165267,1,460.9555141,937.4898,12,130000,600,1500,200,539.0566349999999
8889473a,0,1,1,3,0,13,4,0,4,1,3,0,0,1,1,0.333333333,308.1849656,1,766.6978238,497.7414,13,500,100,300,5,0.0
dc87ab3b,0,1,1,3,0,17,2,7,4,1,2,0,0,1,0,0.333333333,463.0037088,1,524.4891876,1011.2804,13,500,100,300,5,100.0
146d5340,0,2,1,3,0,16,2,7,0,1,4,0,0,0,1,0.333333333,428.8794789,1,689.7879914,716.6822,13,500,100,300,5,0.0
d79ea1a1,0,2,1,1,2,8,2,7,4,0,6,0,0,1,1,1.0,447.3570524,1,883.1142871,551.2377,13,500,100,300,5,0.0
4f8c2078,0,2,1,4,0,2,3,7,0,1,7,0,0,1,1,0.25,425.6444196,1,995.5492647,750.0974,13,500,100,300,5,0.0
5.89E+14,0,2,1,4,0,6,2,7,4,1,2,1,1500,0,1,0.25,138.7694931,1,166.2743684,1064.4543,13,500,100,300,5,100.0
c57f943c,0,2,1,1,0,11,0,0,4,1,6,0,0,0,1,1.0,192.9403671,1,489.0173803,276.8974,13,500,100,300,5,0.0
4363be83,0,2,1,1,2,14,0,0,0,1,6,1,1500,0,1,1.0,224.7295966,1,40.24687419,449.3554,13,500,100,300,5,0.0
0866bb08,0,1,1,7,1,0,4,0,0,0,7,1,400,0,1,0.142857143,36.44963635,1,427.9861722,614.8272,13,500,100,300,5,0.0
2226b097,0,2,1,3,2,11,0,0,0,0,3,1,400,1,1,0.333333333,442.7036615,1,775.9739087,371.0096,13,500,100,300,5,0.0
8dd3bb1d,0,1,1,3,0,19,5,0,4,1,1,1,400,0,1,0.333333333,18.39686215,1,863.8098753,578.9407,13,500,100,300,5,0.0
a7812269,0,1,1,5,0,14,2,7,4,1,3,0,0,1,1,0.2,220.4405488,1,372.4669478,944.4331,13,1000,200,300,3,0.0
8536a9f3,0,2,1,7,1,19,1,7,4,1,2,1,800,1,0,0.142857143,354.9148961,1,129.0963499,1322.9463,13,1000,200,300,3,100.0
f33db22f,0,1,1,8,1,11,3,0,0,0,5,0,0,0,1,0.125,129.6920105,1,790.1095123,637.8359,13,1000,200,300,3,0.0
cafe6285,0,0,1,7,2,4,2,7,0,1,8,1,1500,1,0,0.142857143,378.3695391,1,825.0389106,1266.4821,13,1000,200,300,3,100.0
442947ca,0,0,1,6,2,4,1,7,4,1,2,0,0,0,0,0.166666667,293.0601744,1,645.082692,1232.9538,13,1000,200,300,3,100.0
9ab9d494,0,0,1,6,2,6,3,0,0,1,1,0,0,1,1,0.166666667,404.41155,1,31.61501127,566.9508,13,1000,200,300,3,0.0
224fb4ca,0,0,1,6,1,7,0,0,4,0,3,1,800,1,1,0.166666667,14.51939133,1,726.2257919,657.9274,13,1000,200,300,3,0.0
89e7d5c0,0,1,1,5,0,12,1,0,4,1,4,1,1500,0,1,0.2,28.99932723,1,133.4690045,683.6856,13,1000,200,300,3,0.0
cb34f056,0,2,1,7,2,5,3,7,0,0,2,0,0,1,0,0.142857143,353.4555075,1,455.0896661,771.2497,13,1000,200,300,3,0.0
9bb299f6,0,1,1,6,2,10,1,0,0,0,4,0,0,0,1,0.166666667,176.7741113,1,248.6687835,514.3814,13,1000,200,300,3,0.0
d2ed665a,0,2,1,3,2,18,5,0,4,1,4,0,0,1,1,0.333333333,248.311907,1,171.0600925,758.5019,13,1000,200,300,3,0.0
fbf9539e,0,0,1,4,1,7,1,0,0,0,5,0,0,0,1,0.25,317.4768565,1,816.3585092,374.1049,13,1000,200,300,3,0.0
421c3828,0,2,1,6,1,5,3,7,0,0,4,0,0,1,1,0.166666667,496.6804275,1,973.3791958,738.9746,13,1000,200,300,3,0.0
1177656f,0,1,1,8,2,2,4,0,0,1,7,1,1500,0,1,0.125,6.802197725,1,209.7389939,840.8322,13,1000,200,300,3,0.0
9c4eca98,0,0,1,2,0,18,5,7,4,0,0,0,0,0,1,0.5,159.351328,1,330.7027884,521.7472,13,1000,200,300,3,0.0
7c0d9298,0,1,1,3,1,6,2,0,0,1,0,0,0,0,0,0.333333333,234.2047725,1,180.2954607,421.3937,13,1000,200,300,3,0.0
77f33685,0,0,1,3,0,4,3,0,4,0,2,0,0,0,1,0.333333333,469.1686013,1,347.7397823,261.1583,13,1000,200,300,3,0.0
7fc326df,0,0,1,5,0,6,0,7,4,1,8,1,800,0,1,0.2,226.0695276,1,151.1619582,934.2788,14,300,300,300,1,0.0
cbea2a7f,0,2,1,5,1,15,5,7,4,1,3,1,400,1,1,0.2,139.0898384,1,754.5293388,1321.6957,14,300,300,300,1,300.0
792155b1,0,2,1,8,1,9,1,7,4,0,9,0,0,1,1,0.125,328.0725213,1,401.7159197,953.4629,14,300,300,300,1,0.0
8cacf76f,0,0,1,1,2,6,0,7,0,0,5,1,1500,1,1,1.0,74.54487438,1,941.4111814,570.5921,14,300,300,300,1,0.0
cd4f3e14,0,1,1,7,2,0,4,0,4,0,1,1,400,1,1,0.142857143,71.67507703,1,111.8459438,788.1484,14,300,300,300,1,0.0
494bc188,0,1,1,1,1,10,2,0,4,0,7,0,0,0,0,1.0,497.376844,1,415.39343,388.8976,14,300,300,300,1,0.0
820db5a2,0,1,1,3,2,16,2,0,4,0,1,0,0,1,1,0.333333333,44.50806237,1,964.2201998,529.243,14,300,300,300,1,0.0
b0328a35,0,2,1,4,0,14,2,7,4,1,2,0,0,1,1,0.25,267.9679966,1,312.9877142,1105.9828,14,300,300,300,1,0.0
